estacion,lineas,salida,lon,lat
Metropolitano,6,Gregorio del Amo,-3.71997135237623,40.4462784333151
Metropolitano,6,Juan XXIII,-3.71805958384098,40.4466019841084
GuzmÃ¡n El Bueno,"6, 7",General Rodrigo,-3.71402806079499,40.4456837043825
GuzmÃ¡n El Bueno,"6, 7","Avda. Reina Victoria, impares-GuzmÃ¡n el Bueno",-3.71304870299498,40.4460445019215
GuzmÃ¡n El Bueno,"6, 7",Los Vascos - Acceso cerrado temporalmente,-3.71016002076624,40.4470868121086
GuzmÃ¡n el Bueno,"6, 7","Avda. Reina Victoria, pares",-3.70997439665463,40.4471327287696
Arganzuela-Planetario,6,Bronce,-3.68845244150403,40.3927090158001
Pitis,7 - Renfe,Camino de PeÃ±agrande,-3.7257364707906,40.4954099126583
Pitis,7 - Renfe,Renfe,-3.7263428078504,40.4951769477313
Pitis,7 - Renfe,Ascensor,-3.72583175334186,40.4952827498752
Lacoma,7,RamÃ³n GÃ³mez de la Serna,-3.72327561784067,40.4846696274122
Lacoma,7,Riscos de Polanco,-3.72287860934252,40.4851422760968
Lacoma,7,Ascensor,-3.72283243528491,40.4848362720358
Avda. IlustraciÃ³n,7,Islas CÃ­es,-3.7183414341875,40.4800825484897
Avda. IlustraciÃ³n,7,Ascensor,-3.71835901263736,40.4801307653397
PeÃ±agrande,7,"Vereda de Ganapanes, impares",-3.71610814416936,40.4760424990365
PeÃ±agrande,7,"Vereda de Ganapanes, pares",-3.71584739867877,40.4760792311245
PeÃ±agrande,7,Ascensor,-3.71613429088815,40.4758534860795
Antonio Machado,7,Valderrodrigo - Valdesangil,-3.71780588525291,40.470093944813
Antonio Machado,7,Ascensor,-3.71787361207471,40.4702617783627
Valdezarza,7,San Restituto,-3.71676200923189,40.4651364767067
Valdezarza,7,Ascensor,-3.71657455543324,40.4649953694443
Valdezarza,7,Emerenciana Zurilla,-3.7151106408524,40.4648714658017
Valdezarza,7,Armenteros,-3.71448244675084,40.4644656215741
Francos Rodriguez,7,Moguer,-3.71277838370296,40.4565852321308
Francos Rodriguez,7,Alejandro RodrÃ­guez,-3.71177723077405,40.4562755064861
Francos Rodriguez,7,"Pablo Iglesias, impares - Francos RodrÃ­guez",-3.71186780843206,40.4571686048603
Francos Rodriguez,7,"Pablo Iglesias, pares - Francos RodrÃ­guez",-3.71160816083189,40.4571469740854
Francos Rodriguez,7,Ascensor,-3.71202215003969,40.4565820576101
Islas Filipinas,7,Cea BermÃºdez pares - Gaztambide,-3.71499580958411,40.4392304497248
Islas Filipinas,7,Cea BermÃºdez impares - Gaztambide,-3.71501940316895,40.4390099665367
Islas Filipinas,7,Cea BermÃºdez pares - GuzmÃ¡n El Bueno,-3.71305625480854,40.4391525592914
Islas Filipinas,7,Cea BermÃºdez impares - GuzmÃ¡n El Bueno,-3.71306965683854,40.438932657443
Alonso Cano,7,JosÃ© Abascal - Alonso Cano,-3.69842840389941,40.4383290276137
Alonso Cano,7,JosÃ© Abascal - Ponzano,-3.69881622311573,40.4383334989534
Alonso Cano,7,Ascensor,-3.69900389990422,40.4383490324911
Gregorio MaraÃ±Ã³n,"7, 10",JosÃ© Abascal,-3.69140086009568,40.4382323741411
Gregorio MaraÃ±Ã³n,"7, 10",Ascensor,-3.69198924495882,40.4379919128582
Cartagena,7,"Avda. de AmÃ©rica, pares",-3.67201319185074,40.439037626254
Cartagena,7,"Avda. AmÃ©rica, impares",-3.67219905495419,40.439442853291
Parque de las Avenidas,7,"Avenida de Bruselas, pares",-3.66287315573545,40.4394453640722
Parque de las Avenidas,7,"Avenida de Bruselas, impares",-3.66307446017982,40.4394441240543
Barrio de la ConcepciÃ³n,7,MartÃ­nez Villergas,-3.65190167678599,40.4392435835324
Barrio de la ConcepciÃ³n,7,Virgen del Romero,-3.65167974173374,40.4385446815535
GarcÃ­a Noblejas,7,Hermanos GarcÃ­a Noblejas,-3.63205300879032,40.4290777651969
GarcÃ­a Noblejas,7,JosÃ© Arcones Gil,-3.63419271533403,40.4282202057135
Simancas,7,Amposta,-3.62298454800028,40.4275707814761
Simancas,7,Castillo de UclÃ©s,-3.62580547598733,40.427866242487
Simancas,7,ZaratÃ¡n,-3.62562133206436,40.4284352183091
San Blas,7,"Pobladura del Valle, pares",-3.61624951841037,40.4274543956486
San Blas,7,"Pobladura del Valle, impares",-3.61581971043969,40.4280190047913
Las Musas,7,"Avda. Niza, impares",-3.60789968824574,40.4325576078328
Estadio Metropolitano,7,Estocolmo,-3.60166091843832,40.4329856861988
Barrio del Puerto,7,Avda. EspaÃ±a,-3.56892882039686,40.4225489572492
Coslada Central,7 - Renfe,Doctor Fleming,-3.56193441719512,40.4239383721566
Coslada Central,7 - Renfe,Ascensor,-3.56198325146653,40.4238218193776
Coslada Central,7 - Renfe,Renfe,-3.56117464428531,40.4231503733237
La Rambla,7,Honduras,-3.54796716684468,40.4251658115252
La Rambla,7,Ascensor,-3.54790458816706,40.4251536811537
San Fernando,7,Gonzalo de CÃ³rdoba,-3.53555903367974,40.424403095127
